objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237657189833835303,2728,301,1,449,807,3,5.437822432,-0.964430221,23.48082,22.68739,21.99862,21.84182,21.57424,0.5161819,0.1317496,0.09271368,0.1194229,0.3296951
1237657189833835581,2728,301,1,449,1085,3,5.454797604,-0.949555932,23.43444,22.89369,21.83147,21.27529,22.99044,0.7252813,0.2291004,0.1249706,0.1158174,0.8667606
1237657189833835320,2728,301,1,449,824,3,5.446201536,-0.958299377,26.07146,22.78262,25.36626,24.66905,22.8151,0.4800598,0.1717529,0.6267816,0.696935,0.6964187
1237657189833835283,2728,301,1,449,787,3,5.429692718,-0.954192898,23.11812,22.05864,20.9127,20.8189,21.33096,0.8879209,0.175637,0.0905339,0.1230764,0.6867737
1237657189833835567,2728,301,1,449,1071,3,5.443395643,-0.935533302,22.60248,22.33275,21.60167,21.36557,21.2965,0.4605815,0.1784926,0.1340186,0.1572249,0.5365791
1237657189833835702,2728,301,1,449,1206,3,5.417669558,-0.932119824,24.21887,25.93218,24.73343,21.87707,23.10349,0.9878175,0.5929911,0.7888295,0.169572,0.7411484
1237657189833834588,2728,301,1,449,92,3,5.418734785,-0.942575357,24.86958,23.632,22.11924,21.90782,21.14405,0.8581269,0.3019222,0.1093937,0.1354468,0.2531366
1237657189833835272,2728,301,1,449,776,3,5.422627883,-0.941936788,21.82304,20.61249,19.70896,19.26318,18.97075,0.2389739,0.03999998,0.02594864,0.02540703,0.06940585
1237657189833834587,2728,301,1,449,91,3,5.418893162,-0.946784519,19.40021,17.94439,17.3074,16.89317,17.15381,0.1007771,0.01535466,0.01412472,0.0141388,0.05891749
1237657189833835779,2728,301,1,449,1283,3,5.437059388,-0.9731369,22.65182,22.04357,22.23596,21.75976,21.91985,0.6781188,0.1825002,0.3692665,0.3699423,1.261679
1237657189833835266,2728,301,1,449,770,3,5.420846396,-0.970922738,23.04796,21.99929,20.54393,20.03705,19.56689,0.5297137,0.1037286,0.04099932,0.03886753,0.09430189
1237657189833835594,2728,301,1,449,1098,3,5.464738399,-0.884221593,23.97282,23.21238,21.89935,20.65436,20.24264,1.223812,0.3572352,0.1542189,0.07586942,0.1939747
1237657189833835371,2728,301,1,449,875,3,5.477215747,-0.88398613,23.55349,22.69704,21.92554,21.89335,21.2907,0.6483154,0.1633334,0.1088502,0.1567985,0.3323925
1237657189833835598,2728,301,1,449,1102,3,5.466488011,-0.883856569,25.84074,23.74013,22.13445,23.2525,22.24543,0.7229122,0.4932439,0.1712331,0.6128098,0.7899697
1237657189833835775,2728,301,1,449,1279,3,5.460991017,-0.893449632,21.89525,25.08955,24.50046,25.56758,21.76048,0.2725087,1.177654,1.29435,0.8221483,0.800519
1237657189833834804,2728,301,1,449,308,3,5.458966001,-0.917370724,19.83522,18.7854,18.14165,17.81427,17.6109,0.04617428,0.0103943,0.008391486,0.00866303,0.02164714
1237657189833835370,2728,301,1,449,874,3,5.476594203,-0.905401934,22.13237,21.38688,21.12001,20.59583,20.0943,0.2302484,0.05917338,0.0611351,0.05694282,0.1355488
1237657189833834799,2728,301,1,449,303,3,5.457609177,-0.905603382,24.41973,21.98996,20.94214,20.66132,20.03439,1.192097,0.1109165,0.06100535,0.06847116,0.1423542
1237657189833834800,2728,301,1,449,304,3,5.4588506,-0.906858369,24.16714,25.12259,22.53318,22.21281,23.26166,0.8119307,0.6455905,0.163618,0.1827189,0.5736122
1237657189833900532,2728,301,1,450,500,3,5.495865331,-0.885361427,23.9032,23.52945,22.45967,22.00621,22.30662,0.9134514,0.3699646,0.1973142,0.1943292,0.7250116
1237657189833900531,2728,301,1,450,499,3,5.497244488,-0.884554037,22.34264,22.01488,20.70418,20.16626,19.73109,0.4374025,0.1564081,0.06960901,0.06418727,0.1584906
1237657189833900514,2728,301,1,450,482,3,5.490170043,-0.885933576,23.31108,22.71965,22.70531,21.92987,22.00524,0.5769098,0.1754393,0.2220928,0.1691313,0.5752676
1237657189833900519,2728,301,1,450,487,3,5.493118164,-0.889367595,22.56933,22.11143,21.4715,21.16763,21.71487,0.4980511,0.160949,0.1340933,0.1502202,0.8253556
1237657189833835798,2728,301,1,449,1302,3,5.480583647,-0.883438622,25.59894,22.99058,21.77464,22.17061,20.82446,1.166058,0.3955094,0.1643319,0.473559,0.4740811
1237657189833900500,2728,301,1,450,468,3,5.487389255,-0.882733506,23.66934,22.61266,21.40298,21.04088,21.06923,0.7911968,0.169029,0.07842184,0.08410178,0.31245
1237657189833835386,2728,301,1,449,890,3,5.486265495,-0.883283576,25.34008,22.33602,21.56967,20.85587,20.45902,0.8992894,0.1357804,0.09365844,0.0736305,0.1912539
1237657189833835621,2728,301,1,449,1125,3,5.482314039,-0.896025486,23.6936,22.31354,21.48671,20.52955,20.12599,0.9525613,0.1514948,0.103699,0.06699008,0.1710286
1237657189833835378,2728,301,1,449,882,3,5.483990849,-0.889459542,22.46033,20.8578,20.02507,19.58041,19.35588,0.3200539,0.03946954,0.02680625,0.02658894,0.07635251
1237657189833835369,2728,301,1,449,873,3,5.474798506,-0.886735987,22.00216,21.51958,20.67511,20.5745,20.50585,0.2563716,0.08054674,0.05620957,0.0788151,0.2472867
1237657189833835344,2728,301,1,449,848,3,5.464537576,-0.897955487,22.24289,21.91823,21.44007,21.10162,20.99409,0.2643261,0.09671305,0.08835473,0.09601911,0.314912
1237657189833835366,2728,301,1,449,870,3,5.4734259,-0.897020737,23.17556,21.98152,21.30939,21.09473,21.75515,0.549142,0.09863286,0.07452231,0.09443978,0.5400472
1237657189833835588,2728,301,1,449,1092,3,5.460668482,-0.963755696,22.74775,23.117,22.16327,22.27438,22.10177,0.3488457,0.2314755,0.1367867,0.2223933,0.5938911
1237657189833835625,2728,301,1,449,1129,3,5.485152283,-0.93840245,25.13662,23.25742,22.0814,21.18235,20.62913,1.005024,0.2888452,0.1459786,0.09752014,0.2180559
1237657189833900511,2728,301,1,450,479,3,5.489498605,-0.934948754,24.80832,25.04707,22.07688,21.25224,20.56632,0.8407096,0.6317127,0.1056953,0.07744934,0.1585128
1237657189833900509,2728,301,1,450,477,3,5.488116246,-0.93584175,23.89428,22.52331,20.82749,20.13557,19.85666,0.7477989,0.1286146,0.03945065,0.03218884,0.08965772
1237657189833900512,2728,301,1,450,480,3,5.487671862,-0.937580205,24.50248,25.54265,23.46595,21.69108,22.49919,0.9964994,0.6698665,0.3992354,0.1344605,0.6962329
1237657189833835626,2728,301,1,449,1130,3,5.48516347,-0.934145905,23.87671,22.8351,22.3046,21.75056,22.7126,0.8034132,0.1799903,0.1531589,0.138552,0.6922435
1237657189833835628,2728,301,1,449,1132,3,5.485262638,-0.936090936,24.87867,23.06711,22.48446,22.74598,22.86567,0.8597535,0.1998692,0.1589028,0.283482,0.6300236
1237657189833835596,2728,301,1,449,1100,3,5.465115762,-0.929028717,23.31316,22.85789,21.82009,21.62659,21.3388,0.6013244,0.2013777,0.1097928,0.1373602,0.3810092
1237657189833835333,2728,301,1,449,837,3,5.459391936,-0.930012793,21.65839,20.12339,19.04528,18.64738,18.30201,0.2368355,0.03099703,0.01769261,0.01797576,0.04594934
1237657189833835736,2728,301,1,449,1240,3,5.475319556,-0.929393375,22.97205,23.73266,22.91805,22.22125,22.11477,0.3935949,0.3503641,0.2316501,0.1886166,0.5227216
1237657189833835360,2728,301,1,449,864,3,5.471015919,-0.92774798,21.47272,21.05849,20.41887,20.10506,19.8348,0.1843285,0.06179048,0.05129844,0.05678883,0.1638666
1237657189833835359,2728,301,1,449,863,3,5.470162014,-0.9331575,23.01588,22.70261,22.13703,21.46833,21.09827,0.4100284,0.1501852,0.1206026,0.0996584,0.2600591
1237657189833835601,2728,301,1,449,1105,3,5.469605614,-0.931283401,23.20811,23.22914,22.19993,21.31705,21.77466,0.5366512,0.2712645,0.1525832,0.1046641,0.5189044
1237657189833834871,2728,301,1,449,375,3,5.432019997,-0.943265822,20.10069,18.61264,17.92091,17.57444,17.33685,0.1170834,0.01608284,0.01275522,0.01360173,0.03750999
1237657189833835539,2728,301,1,449,1043,3,5.423058043,-0.936372179,22.62128,23.1778,21.22859,20.91985,20.29208,0.4426468,0.3478724,0.08793809,0.09947563,0.2122832
1237657189833835579,2728,301,1,449,1083,3,5.454170768,-0.94437947,22.81989,22.58993,21.75974,20.56499,20.11843,0.5455257,0.2117582,0.1585301,0.07595836,0.1844263
1237657189833834589,2728,301,1,449,93,3,5.412674966,-0.944672474,24.68715,24.64557,24.73356,22.7714,23.11049,0.911351,0.6287063,0.6768366,0.3023537,0.6271222
1237657189833834989,2728,301,1,449,493,3,5.435103738,-0.914659248,20.32888,18.81534,18.26118,17.9322,17.83699,0.1747215,0.02139961,0.01959349,0.02095124,0.06678602
1237657189833834782,2728,301,1,449,286,3,5.446127794,-0.898822072,19.31582,18.50087,18.20403,17.92402,17.85861,0.0280128,0.008179113,0.007991483,0.008406018,0.02175458
1237657189833834817,2728,301,1,449,321,3,5.486434813,-0.861198992,20.91171,19.47096,18.72132,18.32248,18.07174,0.09410911,0.01464305,0.01101988,0.01095484,0.02808539
1237657189833834892,2728,301,1,449,396,3,5.474254274,-0.882563505,20.51663,19.01223,18.24067,17.77885,17.54912,0.09801263,0.01431337,0.01059332,0.01011628,0.02652441
1237657189833835731,2728,301,1,449,1235,3,5.466333034,-0.932147112,25.53393,24.45603,24.95921,22.1013,22.60071,0.6596927,0.5644875,0.6615353,0.173947,0.6549954
1237657189833835364,2728,301,1,449,868,3,5.472647846,-0.935151984,23.84542,22.01748,21.6167,21.55859,22.19305,1.202172,0.1378333,0.1319517,0.1903731,0.9640611
1237657189833835349,2728,301,1,449,853,3,5.467386972,-0.939882038,23.14495,21.10357,20.27991,19.92877,19.66861,0.5112971,0.04405311,0.02961698,0.03141778,0.08983677
1237657189833835362,2728,301,1,449,866,3,5.471967354,-0.944599827,22.82045,21.84028,20.94104,20.46889,20.15546,0.5119097,0.1060787,0.06924213,0.06817681,0.1875269
1237657189833835602,2728,301,1,449,1106,3,5.469944887,-0.944422982,23.56487,23.55845,22.51483,21.65759,21.05332,0.6748476,0.3364337,0.2016747,0.1283409,0.2810405
1237657189833835363,2728,301,1,449,867,3,5.472529781,-0.939706716,23.04395,22.79905,22.56653,22.35246,22.46322,0.4000871,0.1552175,0.1605243,0.1967759,0.5789427
1237657189833901049,2728,301,1,450,1017,3,5.506907946,-0.884726661,23.98783,23.83758,23.06322,21.43984,21.41238,1.284753,0.6462253,0.4658379,0.1685123,0.5790673
1237657189833900549,2728,301,1,450,517,3,5.509311108,-0.894305641,21.30689,20.48556,20.0394,19.7679,19.53902,0.1877087,0.0476371,0.0444168,0.05257164,0.1482572
1237657189833900884,2728,301,1,450,852,3,5.517380702,-0.883032551,24.79884,23.10523,22.07431,21.57153,22.98117,1.083868,0.2541604,0.143495,0.1367321,0.7918608
1237657189833900543,2728,301,1,450,511,3,5.505788442,-0.893223027,22.24936,21.20056,20.41208,19.99646,19.65225,0.2278288,0.04578609,0.03096603,0.03127155,0.08262298
1237657189833900548,2728,301,1,450,516,3,5.508058035,-0.888779769,24.01974,22.02011,21.82947,21.73733,21.40412,1.153853,0.1202619,0.1380896,0.1862626,0.4951396
1237657189833900546,2728,301,1,450,514,3,5.507572289,-0.89158585,22.50241,21.73779,20.76907,20.70123,20.49517,0.5152168,0.1255035,0.07912878,0.124184,0.3347649
1237657189833900576,2728,301,1,450,544,3,5.518577002,-0.90696634,23.31588,21.79942,20.946,20.57666,20.09007,0.5349031,0.07424617,0.0462961,0.04882443,0.1173851
1237657189833900870,2728,301,1,450,838,3,5.501803979,-0.906213525,22.98102,23.05804,22.63227,22.30193,22.28276,0.3899022,0.1995418,0.178144,0.199205,0.5515612
1237657189833900542,2728,301,1,450,510,3,5.503700197,-0.909837056,22.66921,22.60318,22.09254,22.17028,22.38004,0.3836505,0.1723546,0.1461786,0.2313384,0.7701252
1237657189833900545,2728,301,1,450,513,3,5.507134694,-0.911522087,22.70364,21.38058,20.83928,20.64051,20.26593,0.3989141,0.06472606,0.05350051,0.06568253,0.1756265
1237657189833900579,2728,301,1,450,547,3,5.520550216,-0.900996616,23.81978,22.37464,21.66855,21.46256,20.75742,0.8034372,0.1278192,0.09781169,0.1131896,0.2229146
1237657189833900578,2728,301,1,450,546,3,5.520434218,-0.885933804,23.00777,22.78977,22.37218,21.39188,21.37842,0.4471626,0.1772364,0.1653729,0.1018801,0.3545783
1237657189833900393,2728,301,1,450,361,3,5.500949471,-0.919350221,21.90062,25.31235,25.1693,25.71304,22.7821,0.2097156,0.8491228,0.8259193,0.4671926,0.8434009
1237657189833901041,2728,301,1,450,1009,3,5.494923723,-0.926332348,26.28008,26.29422,25.36765,21.90339,22.91592,0.5343733,0.5584953,0.8390896,0.202424,0.9138132
1237657189833901178,2728,301,1,450,1146,3,5.493197443,-0.915650381,23.18001,22.99452,23.01605,21.93284,22.07977,0.5524889,0.2341503,0.3264761,0.1901266,0.6476355
1237657189833835623,2728,301,1,449,1127,3,5.484425016,-0.924087025,25.23586,23.61182,22.17771,21.89993,21.53618,1.16194,0.4774695,0.1917503,0.2249351,0.571716
1237657189833900852,2728,301,1,450,820,3,5.488589355,-0.92521449,22.23432,21.87569,20.80507,20.38606,19.4254,0.9588658,0.330316,0.1832112,0.1865407,0.2987002
1237657189833900332,2728,301,1,450,300,3,5.491209767,-0.919156559,21.43954,20.00306,19.00734,18.54584,18.22815,0.1521562,0.02318169,0.0141488,0.01374253,0.03436927
1237657189833900199,2728,301,1,450,167,3,5.499869694,-0.915955919,20.31386,18.76396,17.77542,17.29506,16.93016,0.08151939,0.01184383,0.007707454,0.007368115,0.01617984
1237657189833901043,2728,301,1,450,1011,3,5.499312314,-0.893110879,25.77769,23.03041,23.08428,21.87462,21.90475,0.6354757,0.2259834,0.3138334,0.1648513,0.5453313
1237657189833901044,2728,301,1,450,1012,3,5.499878862,-0.898418311,23.11201,23.41985,22.6956,21.55439,21.14356,0.5785127,0.3711375,0.2669697,0.1495796,0.3665104
1237657189833900389,2728,301,1,450,357,3,5.491588932,-0.894347578,20.42897,19.42477,18.99017,18.68266,18.56213,0.08227865,0.01767695,0.01729103,0.01910384,0.05801275
1237657189833835587,2728,301,1,449,1091,3,5.460406465,-0.926610053,24.54382,24.91611,22.50468,22.25071,22.95705,1.051043,0.7572376,0.2562665,0.2522631,0.7645084
1237657189833835595,2728,301,1,449,1099,3,5.464781603,-0.921165746,24.52032,23.23894,22.53772,21.86027,22.62412,1.088158,0.2726676,0.2010022,0.1619606,0.7447675
1237657189833835365,2728,301,1,449,869,3,5.473552047,-0.913535563,22.61828,21.32223,19.98067,19.50417,19.11417,0.3473759,0.05668877,0.02499338,0.02392262,0.05907657
1237657189833835733,2728,301,1,449,1237,3,5.472918492,-0.917560097,22.78251,23.42992,23.47696,21.75495,22.34864,0.4323367,0.3544449,0.4833901,0.1650033,0.7586002
1237657189833835384,2728,301,1,449,888,3,5.486180758,-0.904899421,23.14569,21.97967,21.89408,22.50277,21.35221,0.6743081,0.1180452,0.1592177,0.3958487,0.5060905
1237657189833834898,2728,301,1,449,402,3,5.484199431,-0.905213301,23.48913,22.38637,21.92408,22.09913,21.93546,0.5651091,0.1144996,0.09838421,0.167184,0.4659316
1237657189833835375,2728,301,1,449,879,3,5.481920074,-0.916821663,23.31884,22.10922,21.70042,21.59136,21.24579,0.597361,0.1051156,0.09978286,0.1348452,0.3525392
1237657189833900860,2728,301,1,450,828,3,5.492031377,-0.909605704,25.4555,23.63099,22.98529,21.27149,20.51882,1.085267,0.5138829,0.396886,0.13266,0.2524197
1237657189833900854,2728,301,1,450,822,3,5.489183493,-0.913877088,22.59282,23.44563,21.54044,20.28542,19.54729,0.4922585,0.4979651,0.1312326,0.07052702,0.1230996
1237657189833900855,2728,301,1,450,823,3,5.488305198,-0.913699341,23.60864,25.40091,22.40973,21.24812,20.81958,0.6093063,0.6392487,0.1516393,0.08216722,0.2061824
1237657189833900851,2728,301,1,450,819,3,5.488004222,-0.910935671,23.39272,23.11345,21.9598,22.00159,21.51052,0.5575045,0.2181637,0.1084671,0.15899,0.3618542
1237657189833901162,2728,301,1,450,1130,3,5.510708835,-0.926687678,24.65818,23.74445,22.1816,22.78188,20.94029,1.259227,0.5103826,0.1843698,0.4853726,0.3430555
1237657189833900544,2728,301,1,450,512,3,5.506838249,-0.926863232,23.99923,22.34055,21.5609,21.09154,21.55002,0.8956248,0.1253652,0.08297325,0.08223376,0.4315274
1237657189833900571,2728,301,1,450,539,3,5.516617661,-0.91662127,23.66503,22.23384,21.75621,21.41004,21.89497,0.9382434,0.1288921,0.1400874,0.2764827,0.7129853
1237657189833835609,2728,301,1,449,1113,3,5.476779134,-0.963648604,23.73347,22.72749,21.89219,21.74061,21.57487,0.8614304,0.1924962,0.1274002,0.1651557,0.4943193
1237657189833835612,2728,301,1,449,1116,3,5.478097345,-0.959914133,25.57252,23.36963,22.56527,22.71258,23.46828,0.6474098,0.2644696,0.1736794,0.2863024,0.5442797
1237657189833835353,2728,301,1,449,857,3,5.4687844,-0.960275313,22.50246,21.20889,20.6532,20.40948,20.25689,0.3085977,0.04863798,0.04095443,0.04842276,0.1583596
1237657189833835797,2728,301,1,449,1301,3,5.469294361,-0.967174126,22.82476,22.33203,21.2621,21.1629,22.18543,0.9615427,0.3185542,0.1687222,0.2350453,1.7711
1237657189833835603,2728,301,1,449,1107,3,5.47175015,-0.962513318,23.22811,23.12956,22.15509,22.52437,23.15361,0.5826849,0.2634101,0.1517587,0.3083329,0.7759119
1237657189833900505,2728,301,1,450,473,3,5.488308864,-0.945035154,22.94566,21.90086,21.17691,21.09065,20.71201,0.4218957,0.08267444,0.0584368,0.07988521,0.2187599
1237657189833835624,2728,301,1,449,1128,3,5.485012343,-0.947617446,23.30145,22.93455,21.56652,21.46163,21.60255,0.7922015,0.2832623,0.1268686,0.16531,0.6494204
1237657189833900862,2728,301,1,450,830,3,5.494802835,-0.949869973,22.21904,23.87418,21.54891,20.83166,21.72862,0.6950849,1.40313,0.2853854,0.2151363,1.659983
1237657189833900188,2728,301,1,450,156,3,5.490817204,-0.951399635,20.09125,18.15464,17.12726,16.67719,16.32435,0.07859945,0.008727048,0.005737185,0.005574937,0.01180984
1237657189833901050,2728,301,1,450,1018,3,5.508701887,-0.936006701,24.87728,25.0381,23.91144,22.06969,21.13897,0.8929584,0.6717954,0.4982802,0.1686062,0.2725271
1237657189833835329,2728,301,1,449,833,3,5.457090782,-0.876004847,21.23113,20.73855,20.24302,20.19053,19.74345,0.1780956,0.05618156,0.05128755,0.0710765,0.1769726
1237657189833835004,2728,301,1,449,508,3,5.45986079,-0.867116246,20.92491,19.95814,19.26545,18.90336,18.7369,0.1248168,0.0266812,0.02130602,0.02272378,0.06752722
1237657189833900857,2728,301,1,450,825,3,5.48960843,-0.842364415,24.47196,22.77515,22.02317,21.51357,21.43878,1.19001,0.2071632,0.1560825,0.1476174,0.4474895
1237663783126041438,4263,301,2,152,862,3,5.480223623,-0.839842317,25.92613,23.16699,22.37003,22.03372,21.60427,0.3883324,0.1824623,0.131565,0.1375949,0.3159883
1237663783126041460,4263,301,2,152,884,3,5.487204069,-0.83999087,24.87195,22.78665,22.14558,21.88347,22.30811,1.138615,0.2093874,0.1748922,0.2056453,0.7688303
1237657189833835738,2728,301,1,449,1242,3,5.47854344,-0.857189949,23.86795,22.62594,21.92518,21.08013,20.2589,1.465759,0.279238,0.2229173,0.155472,0.2731407
1237657189833900502,2728,301,1,450,470,3,5.48780777,-0.845956273,25.53924,23.36585,21.24707,20.68687,19.96417,0.9923538,0.3949147,0.0894587,0.08033299,0.1580091
1237657189833900504,2728,301,1,450,472,3,5.487730085,-0.847390473,22.86555,22.48871,22.97769,22.68057,22.97258,0.5193412,0.1783878,0.3708309,0.4218877,0.9385576
1237657189833900503,2728,301,1,450,471,3,5.487830352,-0.847685084,24.63258,24.55353,22.51094,21.80094,22.29822,0.9384957,0.6325929,0.1813875,0.141759,0.6188198
1237657189833835630,2728,301,1,449,1134,3,5.485289174,-0.846014245,25.62923,23.23985,22.25913,21.70587,21.75229,0.8796602,0.3340981,0.1939785,0.1770822,0.6132448
1237663783126041342,4263,301,2,152,766,3,5.459044396,-0.839241488,23.84991,22.87034,22.30989,22.49097,22.25389,0.5880494,0.1432407,0.1253909,0.2043222,0.4601842
1237657189833835331,2728,301,1,449,835,3,5.458230516,-0.842645292,22.73063,22.17179,21.57678,21.07318,21.0461,0.4218361,0.126248,0.1079161,0.1021218,0.3471415
1237657189833835002,2728,301,1,449,506,3,5.457838024,-0.85462205,23.42404,24.03865,22.72015,21.42491,21.72031,0.8905265,0.7193528,0.3361592,0.161778,0.6964358
1237663783126041001,4263,301,2,152,425,3,5.47255817,-0.840029181,22.24728,20.40631,19.68466,19.34865,19.17992,0.3236633,0.03332008,0.02727106,0.0294295,0.08247875
1237657189833835021,2728,301,1,449,525,3,5.471430847,-0.840303814,21.53628,21.02806,20.23936,20.054,19.7942,0.1424345,0.04432107,0.03093473,0.03788952,0.1078839
1237657189833835592,2728,301,1,449,1096,3,5.462876814,-0.848017705,22.88758,22.92494,22.31308,21.52297,20.6464,0.4086266,0.2077306,0.1687431,0.123896,0.2066137
1237657189833835019,2728,301,1,449,523,3,5.470788735,-0.849485341,23.29317,23.35784,21.78695,20.44198,20.00247,0.6118001,0.3229819,0.1115065,0.05205042,0.1287162
1237657189833835372,2728,301,1,449,876,3,5.478119837,-0.846116815,21.72829,20.22508,19.56041,19.3169,19.01444,0.2607787,0.03502496,0.03108497,0.03373626,0.09032414
1237657189833834613,2728,301,1,449,117,3,5.474050577,-0.848582176,24.27828,23.55198,22.15217,21.85631,22.49245,1.137228,0.4133308,0.1681318,0.1921941,0.8475649
1237657189833834612,2728,301,1,449,116,3,5.474637824,-0.845284501,22.15021,21.23968,20.28828,19.92456,19.77236,0.3964128,0.08586127,0.0558569,0.05878901,0.1838445
1237657189833835607,2728,301,1,449,1111,3,5.47610927,-0.851497601,24.22498,23.26541,21.43591,20.67909,20.68916,1.124772,0.3250297,0.09247669,0.07212852,0.2574471
1237663783126040785,4263,301,2,152,209,3,5.456890143,-0.830851805,20.90563,19.40623,18.63151,18.15254,17.87229,0.1111648,0.01733933,0.01331262,0.0125838,0.0315497
1237663783126041353,4263,301,2,152,777,3,5.460153899,-0.826981043,23.50554,22.29334,21.18318,20.70508,20.65898,0.6374549,0.12229,0.06890531,0.06459246,0.2064555
1237663783126041380,4263,301,2,152,804,3,5.465680256,-0.82662262,24.60653,23.21477,22.77473,22.63234,22.07229,0.7758628,0.1981873,0.1929655,0.234752,0.4349905
1237663783126041379,4263,301,2,152,803,3,5.466387245,-0.826157388,25.01937,25.09711,23.26229,21.91741,20.96376,0.689606,0.5447878,0.2854598,0.128041,0.1948026
1237663783126040793,4263,301,2,152,217,3,5.462084947,-0.826075298,25.55254,23.45955,22.90213,21.5405,22.32357,0.6766128,0.3141336,0.2899667,0.1252427,0.6594173
1237663783126041429,4263,301,2,152,853,3,5.477567819,-0.815693754,24.25862,23.89987,22.74994,22.83485,21.57061,0.9122112,0.4317496,0.2491954,0.3914041,0.429459
1237663783126041393,4263,301,2,152,817,3,5.470399679,-0.814476816,25.07192,24.05156,23.17537,21.64674,20.94919,0.6249797,0.3338738,0.2371144,0.08898336,0.1702559
1237663783126041981,4263,301,2,152,1405,3,5.47307119,-0.815223565,22.99923,23.94601,23.24109,22.24714,22.52507,0.3562594,0.3563987,0.2961287,0.1766024,0.532116
1237663783126041424,4263,301,2,152,848,3,5.478093494,-0.831640862,26.50755,21.39739,20.10539,19.41652,18.97955,0.6958783,0.114027,0.05630066,0.04317838,0.1106038
1237663783126040998,4263,301,2,152,422,3,5.470359358,-0.835506333,23.6858,24.28167,21.65593,25.2317,21.33811,1.47965,1.211349,0.2059321,1.338117,0.7597393
1237663783126040995,4263,301,2,152,419,3,5.471310627,-0.83575324,24.32007,23.76425,21.80266,20.95817,20.42568,0.9259937,0.3961535,0.1411501,0.08823156,0.1854259
1237663783126041805,4263,301,2,152,1229,3,5.474838608,-0.821301358,25.03009,22.7089,21.5204,21.29715,20.97104,1.74609,0.3100299,0.1683902,0.2154572,0.5102178
1237663783126041408,4263,301,2,152,832,3,5.47210309,-0.823758268,23.09022,22.18108,21.27031,21.023,20.53148,0.4437281,0.1021389,0.0697897,0.07869798,0.1761332
1237663783126040996,4263,301,2,152,420,3,5.470839062,-0.834168543,24.16806,24.15351,23.56762,22.26131,22.43333,0.6778877,0.3904187,0.3552059,0.1713597,0.4996344
1237663783126040994,4263,301,2,152,418,3,5.469745077,-0.832749639,22.03534,20.99241,20.5764,20.19533,19.88666,0.233534,0.04737182,0.04855584,0.05085745,0.1323145
1237663783126042050,4263,301,2,152,1474,3,5.472329587,-0.827928888,25.04243,25.38268,24.7176,24.11726,20.86345,0.7951316,0.6217514,0.7241179,0.6761289,0.2097952
1237663783126041495,4263,301,2,152,919,3,5.497478299,-0.837317651,25.56307,22.12309,22.0072,22.06104,22.11838,1.372394,0.1945797,0.2708784,0.4158853,1.257939
1237663783126041498,4263,301,2,152,922,3,5.499658842,-0.833670142,24.51641,22.57651,21.79488,21.64291,21.34952,0.7597877,0.1160396,0.08426493,0.103441,0.2684945
1237663783126041499,4263,301,2,152,923,3,5.498034591,-0.833413948,25.17133,22.90245,22.53565,22.3355,22.89614,0.7173181,0.1648563,0.1810744,0.218572,0.6056379
1237663783126041449,4263,301,2,152,873,3,5.482003614,-0.83783284,23.7655,22.31113,22.15335,21.51633,21.24355,1.099951,0.1720115,0.2310425,0.2002666,0.4869859
1237663783126041024,4263,301,2,152,448,3,5.494001518,-0.832426653,22.3752,22.27362,21.89537,21.65735,22.39135,0.2161206,0.09223515,0.09429493,0.1065753,0.5169204
1237663783126041027,4263,301,2,152,451,3,5.494082351,-0.828391309,24.35369,23.14677,22.55278,21.7735,21.13433,0.7325701,0.1841026,0.1593481,0.111635,0.2244517
1237663783126041822,4263,301,2,152,1246,3,5.484154888,-0.832287717,23.7766,23.47999,22.34155,21.99811,22.36201,0.6608101,0.2772656,0.1559724,0.1628653,0.5824826
1237663783126041428,4263,301,2,152,852,3,5.478253615,-0.817341352,23.80467,22.73973,22.03584,21.86967,22.50302,0.6654998,0.1524432,0.124376,0.155743,0.6210112
1237663783126041010,4263,301,2,152,434,3,5.478456775,-0.824822222,24.06955,22.33606,20.70655,20.1008,19.52118,1.46821,0.1995898,0.06948356,0.05904337,0.1227787
1237663783126041447,4263,301,2,152,871,3,5.483766005,-0.820790961,23.96901,21.63843,20.76618,20.26694,19.91632,1.156891,0.09811098,0.09535247,0.06199723,0.1634131
1237663783126041448,4263,301,2,152,872,3,5.482068499,-0.819777174,22.49493,22.52317,22.03163,22.07269,21.3813,0.3446412,0.1723558,0.1669475,0.241191,0.4473941
1237663783126041987,4263,301,2,152,1411,3,5.483633534,-0.827068812,23.80713,24.67813,23.41821,22.20811,21.66167,0.6304197,0.5498031,0.3519505,0.1784605,0.3664367
1237663783126042080,4263,301,2,152,1504,3,5.484558367,-0.82385916,24.90856,24.02765,22.32735,22.31039,21.83438,1.063493,0.5319207,0.1961036,0.2762784,0.5524889
1237657189833835554,2728,301,1,449,1058,3,5.436978986,-0.889559162,23.15922,22.79819,21.62985,21.0773,20.86389,0.5802427,0.2070758,0.1028143,0.09338559,0.2769707
1237657189833835296,2728,301,1,449,800,3,5.435596942,-0.888017166,23.09372,21.96232,21.1766,20.80765,21.11406,0.6122875,0.1137164,0.07711771,0.08274385,0.3847688
1237657189833834769,2728,301,1,449,273,3,5.439319327,-0.88570271,21.2028,19.20787,18.17051,17.65094,17.34698,0.1567871,0.01516285,0.009399269,0.008681946,0.02056746
